repo_id,repo_url,owner,name,source,stars,language,pushed_at,selection_stratum,notes
841b6dc64fec41d8,https://github.com/agent-threat-rule/agent-threat-rules,agent-threat-rule,agent-threat-rules,vsdlc_eligible,258,TypeScript,2026-06-18T11:04:21,vsdlc_copilot_stars_small,copilot-instructions.md;system-prompt.*
22e1d1b5ef859fb4,https://github.com/agentops-ai/agentops,agentops-ai,agentops,vsdlc_eligible,5643,Python,2026-03-19T18:37:57,vsdlc_agents_md_stars_large,AGENTS.md
1b2e6c6b097e37df,https://github.com/agents2agentsai/ata,agents2agentsai,ata,vsdlc_eligible,90,Rust,2026-06-17T20:35:45,vsdlc_prompts_stars_small,system_prompt.*
709dc9caa5f1ae36,https://github.com/agentwrapper/agent-orchestrator,agentwrapper,agent-orchestrator,vsdlc_eligible,7599,TypeScript,2026-06-17T19:31:41,vsdlc_copilot_stars_large,copilot-instructions.md
765c43fa9140cff6,https://github.com/agiflow/aicode-toolkit,agiflow,aicode-toolkit,vsdlc_eligible,159,TypeScript,2026-06-13T01:23:07,vsdlc_prompts_stars_small,*.prompt.md
2ac547a1fea77161,https://github.com/agnuxo1/openclaw-p2p,agnuxo1,openclaw-p2p,vsdlc_eligible,44,TypeScript,2026-06-11T10:36:07,vsdlc_other_stars_small,.aider.conf.yml
5c72626db78858d4,https://github.com/agoric/agoric-sdk,agoric,agoric-sdk,vsdlc_eligible,354,TypeScript,2026-06-18T20:26:04,vsdlc_other_stars_small,.aiderignore
90903b798cd0ac6e,https://github.com/ai-escape/open-ice,ai-escape,open-ice,vsdlc_eligible,25,TypeScript,2026-05-19T14:40:37,vsdlc_agents_md_stars_small,AGENTS.md
e6c54f83deed0dca,https://github.com/ai-planning/l2p,ai-planning,l2p,vsdlc_eligible,58,Python,2026-06-16T05:12:39,vsdlc_prompts_stars_small,*.prompt.md
76d8e9e79c241afa,https://github.com/airjen/onebuttonprompt,airjen,onebuttonprompt,vsdlc_eligible,1065,Python,2025-07-20T12:15:47,vsdlc_prompts_stars_medium,*.prompt.md
2201521926ce8f58,https://github.com/alfanous-team/alfanous,alfanous-team,alfanous,vsdlc_eligible,285,Python,2026-06-14T00:57:27,vsdlc_copilot_stars_small,.github/copilot-instructions.md;copilot-instructions.md
728eba3dd2de5fd6,https://github.com/alphabitcore/nexus-gateway,alphabitcore,nexus-gateway,vsdlc_eligible,18,Go,2026-06-17T03:09:04,vsdlc_cursor_rules_stars_small,.cursor/rules
4b5c2fe87cf3d3b3,https://github.com/alt-f4-llc/dotfiles.vorpal,alt-f4-llc,dotfiles.vorpal,vsdlc_eligible,17,Rust,2026-06-18T20:34:53,vsdlc_agents_md_stars_small,AGENTS.md
ecf0a5bc8fc3f09f,https://github.com/amap-eai/nav-r2,amap-eai,nav-r2,vsdlc_eligible,20,Python,2025-12-10T07:40:49,vsdlc_agents_md_stars_small,AGENTS.md
2bfbcb22872d0db1,https://github.com/angelmunoz/kipo,angelmunoz,kipo,vsdlc_eligible,21,F#,2026-02-02T18:57:54,vsdlc_other_stars_small,GEMINI.md
187696b82fe763cb,https://github.com/antvirf/stui,antvirf,stui,vsdlc_eligible,22,Go,2026-06-11T10:24:05,vsdlc_other_stars_small,.clinerules
262f826e5c49d164,https://github.com/ardentailabs/de-bench,ardentailabs,de-bench,vsdlc_eligible,34,Python,2025-12-07T12:27:29,vsdlc_cursor_rules_stars_small,.cursor/rules
c31227c5b77dce67,https://github.com/automattic/newspack-workspace,automattic,newspack-workspace,vsdlc_eligible,16,PHP,2026-06-18T20:36:56,vsdlc_claude_md_stars_small,CLAUDE.md
3f33ab9828ac52ad,https://github.com/automattic/wp-calypso,automattic,wp-calypso,vsdlc_eligible,12635,TypeScript,2026-06-18T20:23:49,vsdlc_agents_md_stars_large,AGENTS.md
23c68fbe410598f2,https://github.com/avarok-cybersecurity/atlas,avarok-cybersecurity,atlas,vsdlc_eligible,511,Rust,2026-06-18T20:19:42,vsdlc_prompts_stars_medium,system_prompt.*
edb0f986792e26e6,https://github.com/ayayaxiaowang/ayaya_miliastra_editor,ayayaxiaowang,ayaya_miliastra_editor,vsdlc_eligible,297,Python,2026-03-13T11:12:31,vsdlc_claude_md_stars_small,CLAUDE.md
9856eaec5894ba65,https://github.com/azure-samples/art-voice-agent-accelerator,azure-samples,art-voice-agent-accelerator,vsdlc_eligible,73,Python,2026-06-02T13:49:36,vsdlc_copilot_stars_small,.github/copilot-instructions.md
0e4ba13097809b36,https://github.com/azure/azure-sdk-for-python,azure,azure-sdk-for-python,vsdlc_eligible,5557,Python,2026-06-18T20:36:12,vsdlc_copilot_stars_large,copilot-instructions.md
ad8952854864b7f2,https://github.com/azure/azure-sdk-tools,azure,azure-sdk-tools,vsdlc_eligible,132,C#,2026-06-18T19:56:35,vsdlc_copilot_stars_small,copilot-instructions.md
5c2f54e6b81c8c02,https://github.com/azure/kimojio-rs,azure,kimojio-rs,vsdlc_eligible,242,Rust,2026-06-17T23:47:24,vsdlc_copilot_stars_small,.github/copilot-instructions.md
d5d314dafcc3125b,https://github.com/azure/oav,azure,oav,vsdlc_eligible,105,TypeScript,2026-06-11T19:15:15,vsdlc_copilot_stars_small,copilot-instructions.md
19d28dd039331b07,https://github.com/azuread/microsoft-authentication-library-common-for-objc,azuread,microsoft-authentication-library-common-for-objc,vsdlc_eligible,53,Objective-C,2026-06-18T19:26:15,vsdlc_copilot_stars_small,.github/copilot-instructions.md
f36aacdb1f7345de,https://github.com/b-m-capital-research/honeclaw,b-m-capital-research,honeclaw,vsdlc_eligible,737,Rust,2026-06-18T19:07:41,vsdlc_prompts_stars_medium,*.prompt.md
5adfb3da95ff17b6,https://github.com/bitterbot-ai/bitterbot-desktop,bitterbot-ai,bitterbot-desktop,vsdlc_eligible,2392,TypeScript,2026-06-18T16:43:35,vsdlc_prompts_stars_medium,system-prompt.*
8f91b00bf73d6fec,https://github.com/bnetdocs/bnetdocs-web,bnetdocs,bnetdocs-web,vsdlc_eligible,35,JavaScript,2026-06-05T09:13:40,vsdlc_claude_md_stars_small,CLAUDE.md
505f0d234f59678f,https://github.com/browseroperator/browser-operator-core,browseroperator,browser-operator-core,vsdlc_eligible,488,TypeScript,2026-03-19T23:17:01,vsdlc_claude_md_stars_small,CLAUDE.md
4ed8e002e73b2441,https://github.com/case211/remnawave-admin,case211,remnawave-admin,vsdlc_eligible,224,Python,2026-06-07T15:50:54,vsdlc_claude_md_stars_small,CLAUDE.md
cb7b3236cdf182bc,https://github.com/checkmk/checkmk,checkmk,checkmk,vsdlc_eligible,2285,Python,2026-06-18T18:59:44,vsdlc_copilot_stars_medium,copilot-instructions.md
c6ac6f9616b35ee8,https://github.com/communitytoolkit/aspire,communitytoolkit,aspire,vsdlc_eligible,611,C#,2026-06-18T17:16:29,vsdlc_other_stars_medium,.github/chatmodes
80c1e78b3cbb6701,https://github.com/copilotkit/copilotkit,copilotkit,copilotkit,vsdlc_eligible,35295,TypeScript,2026-06-18T20:24:56,vsdlc_prompts_stars_large,system-prompt.*
68e0e62b9c7f06c2,https://github.com/creminiai/skillpack,creminiai,skillpack,vsdlc_eligible,703,TypeScript,2026-06-16T13:35:11,vsdlc_prompts_stars_medium,system-prompt.*
2eccfda69988e031,https://github.com/damianb-bitflipper/proton-drive-sync,damianb-bitflipper,proton-drive-sync,vsdlc_eligible,666,TypeScript,2026-03-05T17:08:11,vsdlc_agents_md_stars_medium,AGENTS.md
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,datadog,dd-trace-js,vsdlc_eligible,817,JavaScript,2026-06-18T20:03:50,vsdlc_other_stars_medium,.aider.conf.yml
fe39aea7a61c32c2,https://github.com/datadog/stratus-red-team,datadog,stratus-red-team,vsdlc_eligible,2342,Go,2026-06-16T12:42:32,vsdlc_agents_md_stars_medium,AGENTS.md
fa54ee3b244bee41,https://github.com/eliasoenal/multimon-ng,eliasoenal,multimon-ng,vsdlc_eligible,1113,C,2026-05-23T00:59:12,vsdlc_copilot_stars_medium,.github/copilot-instructions.md;copilot-instructions.md
108db640493e4b74,https://github.com/emilstenstrom/justhtml,emilstenstrom,justhtml,vsdlc_eligible,1144,Python,2026-06-17T22:54:37,vsdlc_copilot_stars_medium,.github/copilot-instructions.md;copilot-instructions.md
f970a6305f122d43,https://github.com/factory-ai/factory,factory-ai,factory,vsdlc_eligible,971,,2026-06-18T19:41:39,vsdlc_other_stars_medium,GEMINI.md
cce01573548299c4,https://github.com/falconchristmas/fpp,falconchristmas,fpp,vsdlc_eligible,720,C++,2026-06-18T17:06:12,vsdlc_copilot_stars_medium,.github/copilot-instructions.md;copilot-instructions.md
6ae141e5471ec8fb,https://github.com/fixmyberlin/tilda-geo,fixmyberlin,tilda-geo,vsdlc_eligible,24,TypeScript,2026-06-18T16:47:38,vsdlc_cursor_rules_stars_small,.cursor/rules
d65fd5edcfa87e90,https://github.com/flagai-open/flagai,flagai-open,flagai,vsdlc_eligible,3869,Python,2026-05-11T10:38:38,vsdlc_prompts_stars_medium,*.prompt.md
efc2b777b5c60652,https://github.com/flarecoding/stelluxos,flarecoding,stelluxos,vsdlc_eligible,59,C,2026-06-04T02:00:38,vsdlc_cursor_rules_stars_small,.cursor/rules
f9322113d8450527,https://github.com/goldenpotato137/potatovn,goldenpotato137,potatovn,vsdlc_eligible,1370,C#,2026-06-16T19:00:15,vsdlc_other_stars_medium,.clinerules
2278a2c56faedf2c,https://github.com/googlecloudplatform/kubernetes-engine-samples,googlecloudplatform,kubernetes-engine-samples,vsdlc_eligible,1355,HCL,2026-06-17T21:15:27,vsdlc_agents_md_stars_medium,AGENTS.md
1c56c3e814cfed1e,https://github.com/googlecloudplatform/vertex-ai-creative-studio,googlecloudplatform,vertex-ai-creative-studio,vsdlc_eligible,1130,Jupyter Notebook,2026-06-17T01:11:26,vsdlc_other_stars_medium,GEMINI.md
05fb8ed8a6b1cb7a,https://github.com/hbai-ltd/toonflow-app,hbai-ltd,toonflow-app,vsdlc_eligible,10221,TypeScript,2026-06-15T02:54:10,vsdlc_prompts_stars_large,*.prompt.md
d8d3d9f59004d1c6,https://github.com/hkuds/openharness,hkuds,openharness,vsdlc_eligible,13995,Python,2026-06-04T02:42:40,vsdlc_prompts_stars_large,system_prompt.*
fade0978fd3550bf,https://github.com/houseofmvps/codesight,houseofmvps,codesight,vsdlc_eligible,1138,TypeScript,2026-05-18T12:45:23,vsdlc_other_stars_medium,.windsurfrules
36d3a1dd1dbdae11,https://github.com/insightsoftwareconsortium/itk,insightsoftwareconsortium,itk,vsdlc_eligible,1624,C++,2026-06-18T19:53:27,vsdlc_claude_md_stars_medium,CLAUDE.md
ea11933d1734d2a9,https://github.com/jetbrains/intellij-community,jetbrains,intellij-community,vsdlc_eligible,20242,Java,2026-06-18T20:16:09,vsdlc_prompts_stars_large,*.prompt.md
0c6c8a962b287919,https://github.com/jmberesford/retrom,jmberesford,retrom,vsdlc_eligible,1984,TypeScript,2026-06-17T01:22:06,vsdlc_copilot_stars_medium,copilot-instructions.md
f52cb4bcae8e5329,https://github.com/kuberocketci/kuberocketai,kuberocketci,kuberocketai,vsdlc_eligible,31,Go,2026-01-15T09:47:07,vsdlc_cursor_rules_stars_small,.cursor/rules;.github/chatmodes
c65277d4b7b5f15d,https://github.com/louisshark/chatgpt_system_prompt,louisshark,chatgpt_system_prompt,vsdlc_eligible,10627,HTML,2026-06-08T09:49:08,vsdlc_prompts_stars_large,*.prompt.md;prompts/;system_prompt.*
f3b83bdaa9ba2af7,https://github.com/memorilabs/memori,memorilabs,memori,vsdlc_eligible,15323,Python,2026-06-15T23:18:56,vsdlc_other_stars_large,GEMINI.md
47f0b3bf26690337,https://github.com/modelengine-group/nexent,modelengine-group,nexent,vsdlc_eligible,5161,Python,2026-06-18T09:44:25,vsdlc_prompts_stars_large,system_prompt.*
4818d222565fc432,https://github.com/myriad-dreamin/tinymist,myriad-dreamin,tinymist,vsdlc_eligible,3327,Rust,2026-06-18T15:59:36,vsdlc_copilot_stars_medium,.github/copilot-instructions.md;copilot-instructions.md
a9863bc6d7aa9dfa,https://github.com/newlifex/newlife.redis,newlifex,newlife.redis,vsdlc_eligible,876,C#,2026-06-01T07:03:32,vsdlc_copilot_stars_medium,copilot-instructions.md
87071fd400d0446f,https://github.com/nvidia/physicsnemo,nvidia,physicsnemo,vsdlc_eligible,2965,Python,2026-06-16T19:19:36,vsdlc_cursor_rules_stars_medium,.cursor/rules
f180f14f739c0e8e,https://github.com/owasp/www-project-top-10-for-large-language-model-applications,owasp,www-project-top-10-for-large-language-model-applications,vsdlc_eligible,1295,Python,2026-04-27T03:51:06,vsdlc_agents_md_stars_medium,AGENTS.md
11b846fbcc07d4c2,https://github.com/paloaltonetworks/docusaurus-openapi-docs,paloaltonetworks,docusaurus-openapi-docs,vsdlc_eligible,1089,TypeScript,2026-06-16T13:09:56,vsdlc_agents_md_stars_medium,AGENTS.md
df2612605c42c18a,https://github.com/pbh-btn/peerbanhelper,pbh-btn,peerbanhelper,vsdlc_eligible,6049,Java,2026-06-13T13:38:49,vsdlc_copilot_stars_large,copilot-instructions.md
c60b34f108c5e545,https://github.com/prefecthq/fastmcp,prefecthq,fastmcp,vsdlc_eligible,25702,Python,2026-06-06T01:30:50,vsdlc_other_stars_large,GEMINI.md
7a52cff67ca04110,https://github.com/prismer-ai/prismer,prismer-ai,prismer,vsdlc_eligible,781,TypeScript,2026-06-10T04:36:23,vsdlc_claude_md_stars_medium,CLAUDE.md
ab3194c6a08d7bdc,https://github.com/provenance-emu/provenance,provenance-emu,provenance,vsdlc_eligible,6332,C,2026-06-09T13:56:33,vsdlc_other_stars_large,.aider.conf.yml
